value
564397465
725242952033783808
3591730221
1116444900147507200
793751984432148480
4494176314
18271949
392382729
995434834339225600
1127992917950439425
772286696
859488757
493365781
725855612966342656
125463204
1142443074192367616
567601213
287688514
15037923
1160459453579141122
430196174
1079637775710896128
1161907699157618690
14470939
546486419
1120528036976152576
1056364273759383553
1146269643314749441
1160957126904307714
1160425797091414016
39797707
47529609
1104795090210426882
296437622
1117961151336407041
37977086
809623856
951130517344309248
138215154
153614936
783632348462116864
932312732115795969
1152594822731051009
3304195138
37629411
33924172
1069739154618155014
172145117
59058441
84961186
378972191
1030191542781337606
783270331519827968
1077799273302016000
1143651482362945537
2743097663
823204708298932224
4884371783
951804888
1058947734432968704
93153839
974408137292750849
1635639588
1156418446499962880
44514231
1895196446
3366481095
945702559494430726
962716903209951232
1105943325121675264
44471315
1060365581730361349
1062051322436960261
2364699114
2485142431
1154213574367207424
2158974198
545742923
2310482957
279262815
1103072915115921409
477064819
584876287
38786621
737055753391988736
926728216089382913
2432441971
2353200976
241591336
1054855337612926976
1684296152
39587819
38962186
3872245634
140127062
1089323335266250753
2958807178
1107547368038125569
894116381758640128
50028531
219748182
904176195369041920
279338997
1186209548
27830307
979049700425961473
73816880
1274507245
3284744977
1126926192911749123
1036294700876144641
35347168
3347644623
2745104225
3084079288
783333777548439552
127622356
1019682531711610882
2533200121
57689740
383277136
39047986
1117528827402629121
902637228123402240
742197507715796996
2264997210
142574005
2471652817
30993276
1109184890027864064
1070245993952632833
4227747083
269984320
335108895
2567393233
428745033
920235753681993728
509056932
804057690062327808
1051522695752486913
545024516
388656660
1123653330138542083
3161807343
3252961806
801038539240722432
990494505844518912
306970882
1110685168786964483
334859051
980380620948819968
33423823
1074891018561040384
69392142
2727510636
42501029
14421539
1038229519901974528
1226221638
1537258345
1034565831072645120
3104382845
930863826714574848
3234271696
43551133
1345195777
1010990300301545472
1610336191
553893339
700348657971785729
1133127247592927237
1133060003869278208
211387386
1131671870699446273
306447801
886276631207301120
854517219161554945
1024177619242299392
901670809424412672
4323591028
1040673838403670016
142399156
2295235243
776162962469888000
1013016546
874099347171950592
1054720603993858048
779288964637175809
803632656437026816
3039985333
1066765279827419137
857290266675367936
1020550887746367488
865526296272437248
963067835630149634
22067944
466402870
1081253487856570369
1029965043495038976
41461924
1097927189675368449
2671744017
515480367
50827804
847590080252391424
1935841704
1116510455693021185
377827130
753318276894191620
1535497812
1107981359459586048
1128025239961645056
2688455814
1127985764535603201
139160330
742782436950605824
125140784
850166637856776192
30415839
1648193976
817797353994383360
2243217272
831963773019836417
842269485776035841
959816874
42500119
14727946
1060141889138102278
764890953740120065
955113545322172416
974667995984400385
321751047
3297721207
907226059
39508562
77737656
126616846
3148113338
3601205052
394374331
1108577322917990402
1009899814241361920
1010575301175316481
289101301
398988207
1519566667
1107297258071035909
1044444625224765440
1581021097
1023793913004314625
2932550475
1038761007240372224
172571860
1484374890
1118123856085094400
1049454115581915136
633550937
332271872
1028792836177547264
2614169672
51289671
947743323959300096
2392999356
3291031892
1076462029412724737
3512448615
33655029
3295991546
931640718921293824
828263331861499904
27739466
700124797
1052082683071721472
105269093
1055180073811230721
748242075821441025
223026981
196894233
2374280454
867413032711880704
916030340
4892704957
1008081274987319296
727655854539866112
839041324082937856
1226722718
1026744438150688769
1240956055
1334829288
1104447733535072256
1027076169940828160
3119388409
1094608167772667904
891183932
500139263
1046416854833680384
2598713209
2869979665
180019920
739535995717226496
957563567447818240
1618025046
934129172
1056424728137687041
1265473663
998854094755426305
1065624849308102658
862103583038353409
910115430093729792
3637391722
1012215885623246848
881147725
750907851695124480
624974723
157625700
1055192299695693829
57429677
1104742319801143296
987545787428110336
2500649748
994423866087936001
318077097
1025175135123394561
1107349118093922309
1062178617348698112
3012354631
1098398685627670528
959582593061654530
982305113195892737
1078092786639892480
26243742
213008520
919650088720400384
3531181632
2503841942
738812512595005440
2509025732
158868471
1086876132786372608
1019116318782566401
834641337672536064
2822776830
1621457850
285125475
1038802933675188224
64348472
3359883425
177139537
824755922576797696
499862638
1090517207464005632
1099740008028794880
15469335
486335199
1082054492064043008
19687235
1039783006611890177
4881090057
267554482
1267903916
164543724
1004851919460892672
35415205
463977503
293000915
4010364550
1573453866
308248752
1385460517
2375518280
1211812351
3116163955
733114301276282882
2864033397
39239843
1020059097956274176
1088466910310735872
1000755098
1466976727
123933435
1089575793087471618
23464215
294047298
166303944
2262249175
2943193984
70700086
165910300
103699831
1892389550
226497108
1042249269955227648
934668010148708352
411222957
2834616158
34719166
167142997
359349529
2263073964
711869673818578944
3238225388
610377524
407091523
851022179999338498
1034133684046188544
566427201
1011789690
2398664360
190418680
90485497
1012113230360186880
95004036
1071903165308637184
737614927414722561
498007132
2546648947
52806191
1047245790
2170587836
23041224
240995116
850048530
3235969914
231556077
428975108
17356930
175114401
977688457232478208
19301813
162824610
260082127
336091986
1097373913
941051804326023169
172113776
35993064
1018232425552515073
1914185293
715291265320017926
1072980254040428549
1545219122
4841773392
261717780
83294222
3287859054
233874861
430340383
1364613768
773103374984183809
931022153692086272
1052397570255872001
17081648
303998741
23119410
230095302
2223115627
1023355384390508544
791890341158793216
177341498
91613479
924741295888896000
37252871
893447536328835072
1398249990
4903179228
58644420
2725792984
2854397177
228545601
556658469
182584096
64490962
1231824964149317633
955516834429784065
4597278135
938074493494419457
4582449734
1232506730719911938
838836009802543108
866816636489039872
20689543
2952275667
593271619
2411653803
1615272103
1205673740152868864
1033721014839128067
3177442115
965691165931638786
106287354
1147589231063261184
3179531547
2918994205
1199188902504026112
1126903534828564481
2758039772
990302568583704577
36744578
367249356
1195321874885906432
635498006
2496956598
2294586166
926848811497951232
797733886759501824
890718925
954354979
1154541305634131969
1226956105810665472
65506982
3818940199
3255445250
962874735255171072
1199344491670462464
1420684711
717896449317412865
1226688298262913024
917112303752970241
1053900981958664192
1195167221447712770
226698684
1189419012146585601
3244708202
16710965
3331936583
1015990175791501312
268297672
1143204112294563842
1227023862581407744
1222734196659163136
14087599
314729595
988589464372072448
17679977
1224709345268719616
1169393110482333696
2790478277
1207904701313953792
1144797974192623616
1296103886
2764638042
2953838892
182353747
1604100151
196970507
1003659604906139649
1145163370867449858
23842118
1106339739563642882
1156754118318252035
2193243699
84161005
29308522
445615426
17913653
2681300204
1085004518150918144
1387038422
266953403
1194961853262258176
1176729067741208577
879783934376194049
163479970
1868631385
1104965734654865409
1152437790396698624
31114113
481430815
1579248931
2904610216
159545197
1138524756423061504
757253738
912749176345243649
1081438441
882402426694893569
1685797273
1118495070
970675843159687168
63702570
1117168594343878656
1216497288509640706
1171159919673958401
1174088363126734848
2762394435
4581667708
719328622713114624
223630501
1266139201
3676079899
1080241271287861248
1212862791423385601
767401788
1688657744
49788663
4822406951
467057309
1141935262181810177
1090412828383760384
1117228504519720961
70590110
1719023179
755540896444211204
720584564645695488
634685637
1083483605844873222
845286726
3068515700
1083484769336393735
2822718234
446359452
590461171
191975531
842165660
819646999939207168
468302289
986154291164532736
1334117172
993305680604839936
710950096461012992
867841896407851008
1196501806207115264
955256448476303360
20560611
4124360830
2356614511
58210128
1109712231854456832
725967303754551296
893730658413154304
1086246861890039809
219429130
1151251238371102720
1163251138084429829
1015164160861179904
2351460153
3242576705
776115960
3391028722
35877822
3385835297
898219787372908544
172450496
1195561846763335680
326239712
792061760
76273542
716042387068436480
2757389280
1196719928130363392
858019254
1176986175292264448
326478019
2698297343
738714538854354944
1488723342
3086866822
19601690
1190615314050043904
1169187493092085760
428718457
1146234453930446853
979690194122100736
19575980
231383238
2281627992
1179263391732523010
96165040
1721677110
1192211810985885702
25783002
292875986
961787381132111872
213408117
877388098853773312
289096085
1099047713008640002
169719168
1321871796
1003937320381403136
899714259172683776
74180039
40063395
793623386605907968
1045135189213614081
610425911
1091105599281074178
1468780892
1036506337969168385
2376849235
2880830160
172623752
565209003
3277239571
252356447
2176420138
1106169582
921217740752515072
890607068863799297
1141020869398953984
2200069038
21251537
1060542844220391425
1162545180211318786
163343550
930627641299820544
231653175
48247312
764405575480254464
1069231035680874496
442460610
1123794649
853383924541779968
20236966
4801419014
19749322
1191454481939984384
38470603
1059657588521033729
1186836153397211136
1070147116771799040
75072295
2209679693
1467742784
484366368
1367253036
1905482437
747802020
885171132005056515
1043201023282565120
1144810629162774528
4559418803
810367585816629248
3092483373
1141417304795697153
601099775
901280816159916032
112532974
749799364827049987
4152124092
1132371513796022272
1050805374
959617382674325504
996302718984601600
2498039174
22032062
863435601571393536
992927912629125120
223091547
1941886824
1178803251585720321
269472673
1013698435
113987253
1590867356
1168060471968227328
1125404524540305409
267670654
1131299703566557185
470691724
1124262329829462017
1155608144
3376390121
1143753912
873763784493481985
3123643700
48034818
1129805164473442305
298221457
1019112043222269952
1005693833261305856
2724729146
208625257
609465835
18013435
758446638
34919908
46113
452637673
1616151493
2895003169
25185730
88358179
758127707263606785
703052835919777792
827703175
634903873
316516075
2730304281
2150172163
272756951
926786538
208118720
740685515708608513
18471349
348110947
1853177870
977058650
2585857108
1069735696850575360
1087614007
1118554977956294656
3042904163
3425781371
828966279591624705
38115999
1088106598071918592
42212633
335551883
422078888
1139485429965701121
873968214266523648
28411242
88524150
118456668
1064004793964920834
16399103
2310049737
41043084
430870869
554737788
